ambiguity_radius_Ld,inverse_information_noise,empirical_worst_case_mae,mc_standard_error,max_rate_reference,risk_to_max_rate_ratio,dominant_regime,replications,seed
0.837677640068292,0.014251026703029978,0.8377342569068793,7.120298435125983e-05,0.837677640068292,1.0000675878594332,mechanism ambiguity,40000,2026091603
1.0,0.014251026703029978,1.0000566168385872,7.120298435125983e-05,1.0,1.0000566168385872,mechanism ambiguity,40000,2026091603
0.01,0.017012542798525893,0.015893332890199872,5.8685100043464715e-05,0.017012542798525893,0.9342126617061032,sampling noise,40000,2026091603
0.011937766417144363,0.017012542798525893,0.01683907085393529,6.115019689740585e-05,0.017012542798525893,0.9898032912160766,sampling noise,40000,2026091603
0.014251026703029978,0.017012542798525893,0.018140246606726692,6.421724840050932e-05,0.017012542798525893,1.0662866110936993,sampling noise,40000,2026091603
0.017012542798525893,0.017012542798525893,0.019922144436893444,6.779371654351627e-05,0.017012542798525893,1.1710268519424187,mechanism ambiguity,40000,2026091603
0.020309176209047358,0.017012542798525893,0.022314928587708227,7.18083442681109e-05,0.020309176209047358,1.0987608930079273,mechanism ambiguity,40000,2026091603
0.024244620170823284,0.017012542798525893,0.025499541344996636,7.580542473307667e-05,0.024244620170823284,1.0517608098345694,mechanism ambiguity,40000,2026091603
0.028942661247167517,0.017012542798525893,0.029642641179696085,7.935845491785548e-05,0.028942661247167517,1.0241850577094762,mechanism ambiguity,40000,2026091603
0.0345510729459222,0.017012542798525893,0.03489508714792006,8.212600278998719e-05,0.0345510729459222,1.0099566865126388,mechanism ambiguity,40000,2026091603
0.04124626382901352,0.017012542798525893,0.04140648802953723,8.386596802191939e-05,0.04124626382901352,1.0038845748838712,mechanism ambiguity,40000,2026091603
0.04923882631706739,0.017012542798525893,0.04932776826598078,8.46901453915734e-05,0.04923882631706739,1.001806337712858,mechanism ambiguity,40000,2026091603
0.05878016072274912,0.017012542798525893,0.058850557248517475,8.495183066582938e-05,0.05878016072274912,1.0011976239075016,mechanism ambiguity,40000,2026091603
0.07017038286703829,0.017012542798525893,0.07023797072647142,8.500045953889257e-05,0.07017038286703829,1.0009631963895822,mechanism ambiguity,40000,2026091603
0.0837677640068292,0.017012542798525893,0.08383535186626234,8.500045953889257e-05,0.0837677640068292,1.0008068480785477,mechanism ambiguity,40000,2026091603
0.1,0.017012542798525893,0.10006758785943315,8.500045953889257e-05,0.1,1.0006758785943315,mechanism ambiguity,40000,2026091603
0.1193776641714437,0.017012542798525893,0.11944525203087683,8.500045953889258e-05,0.1193776641714437,1.0005661683858722,mechanism ambiguity,40000,2026091603
0.14251026703029984,0.017012542798525893,0.14257785488973299,8.500045953889257e-05,0.14251026703029984,1.0004742665973587,mechanism ambiguity,40000,2026091603
0.17012542798525893,0.017012542798525893,0.17019301584469207,8.500045953889257e-05,0.17012542798525893,1.0003972825240386,mechanism ambiguity,40000,2026091603
0.20309176209047358,0.017012542798525893,0.2031593499499067,8.500045953889257e-05,0.20309176209047358,1.000332794687177,mechanism ambiguity,40000,2026091603
0.24244620170823283,0.017012542798525893,0.24251378956766592,8.500045953889257e-05,0.24244620170823283,1.0002787746681816,mechanism ambiguity,40000,2026091603
0.28942661247167517,0.017012542798525893,0.2894942003311083,8.500045953889257e-05,0.28942661247167517,1.0002335233061532,mechanism ambiguity,40000,2026091603
0.345510729459222,0.017012542798525893,0.3455783173186552,8.500045953889258e-05,0.345510729459222,1.0001956172519995,mechanism ambiguity,40000,2026091603
0.41246263829013524,0.017012542798525893,0.41253022614956847,8.500045953889257e-05,0.41246263829013524,1.0001638641980117,mechanism ambiguity,40000,2026091603
